,Summary_NR,Reporting_ID,Event_Date,Event_Time,Classification,event year,Event_Description,Event_Keyword,End_Use,Stories_in_Building,Height_for_Non_Building,Project_Cost,Project_Type,Associated_SICs,Fatality,Related_Inspection_NR,Original classification,Age,Sex,Nature_of_Injury,Part_of_Body,Source_of_Injury,Event_Type,Environmental_Factor,Human_Factor,Occupation_Code,Degree_of_Injury,Task_Assigned,Hazardous_Substance,Operation_Code,Cause_of_Injury,Cause_of_Fatality,Distance_of_Fall,Height_of_Person,Injury_ID,Activity_NR,State_Flag,Name,Address,City,State,Zip,Owner_Type,Owner_Code,Advance_Notice,Safety_Health,SIC,NAICS,Inspection_Type,Inspection_Scope,Why_No_Inspection,Union,Safety_Planning_Guide_Manf,Safety_Planning_Guide_Const,Safety_Planning_Guide_Maritime,Health_Planning_Guide_Manuf,Health_Planning_Guide_Constr,Health_Planning_Guide_Maritime,Migrant,Mailing_Street,Mailing_City,Mailing_State,Mailing_Zip,No__in_Establishment,Open_Date,Case_Mod_Date,Conf_Closed,Case_Closed,total_current_penalty
272,170358725,950635,06-APR-94 12.00.00.000000 AM,,Process,94,TWO EMPLOYEES INJURED DURING CHEMICAL RELEASE,"LEAK,LUNG,INHALATION,CHEMICAL VAPOR",,,,,,2911,,120129663,Process,37,Male,21,31,9,8,7,1,999,2,1,1480,0,0,0,,,1,120129663,,ARCO PRODUCTS COMPANY,1801 E SEPULVEDA BLVD,CARSON,CA,90745,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,X,,,,P O BOX 6210,CARSON,CA,90749,1000,19-Apr-94,25-Aug-08,12-Sep-94,24-Aug-08,800
273,170358964,950635,06-APR-94 12.00.00.000000 AM,,Process,94,Two employees inhale hydrocarbons,"LEAK,VAPOR,COKE OVEN,WORK RULES,INHALATION,EQUIPMENT FAILURE,SEAL,PUMP,RESPIRATOR",,,,,,2911,,120129663,Process,33,Male,21,31,9,8,7,1,999,3,2,1480,0,0,0,,,2,120129663,,ARCO PRODUCTS COMPANY,1801 E SEPULVEDA BLVD,CARSON,CA,90745,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,X,,,,P O BOX 6210,CARSON,CA,90749,1000,19-Apr-94,25-Aug-08,12-Sep-94,24-Aug-08,800
274,170358964,950635,06-APR-94 12.00.00.000000 AM,,Process,94,Two employees inhale hydrocarbons,"LEAK,VAPOR,COKE OVEN,WORK RULES,INHALATION,EQUIPMENT FAILURE,SEAL,PUMP,RESPIRATOR",,,,,,2911,,120129663,Process,37,Male,21,31,9,8,7,1,679,2,2,1480,0,0,0,,,1,120129663,,ARCO PRODUCTS COMPANY,1801 E SEPULVEDA BLVD,CARSON,CA,90745,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,X,,,,P O BOX 6210,CARSON,CA,90749,1000,19-Apr-94,25-Aug-08,12-Sep-94,24-Aug-08,800
275,201172350,950621,03-JUL-02 12.30.00.000000 AM,,Personnel,2,Employee Is Injured in Fall from Tank Trailer,"LOADING,TANK TRUCK,GUARDRAIL,VAPOR,CLEANING,CATWALK,FALL,FALL PROTECTION,HOT TAR,TRUCK DRIVER",,,,,,2911,,120154695,Personnel,37,Male,12,16,29,5,18,1,804,2,1,,0,0,0,,,1,120154695,,H & L FARMS,10091 WATERMAN RD.,ELK GROVE,CA,95624,Private,0,No,S,2911,324110,Accident,Partial,,No,,,,,,,,1514 WEST SHAW,KERMAN,CA,93630,1,18-Jul-02,,23-Dec-02,17-Jan-03,
276,120184916,950622,26-AUG-96 01.00.00.000000 AM,,Process,96,Employee burned by water when hose ruptured,"BURN,WORK RULES,CLEANING,HOSE,RUPTURE,HIGH PRESSURE,WATER HOSE,PRESSURE RELEASE,HOT WATER",,,,,,2911,,120184916,Process,32,Male,5,20,41,1,15,13,999,2,2,,0,0,0,,,1,120184916,,SHELL MARTINEZ REFINING CO.,1800 MARINA VISTA,MARTINEZ,CA,94553,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,P. O. BOX 711,MARTINEZ,CA,94553,950,20-Sep-96,19-Jun-06,20-Sep-96,15-Apr-97,6485
277,170197222,950622,22-AUG-94 11.15.00.000000 AM,,Process,94,Employee sustains multiple burns from residue release,"BURN,FIRE,EQUIPMENT FAILURE,RUPTURE,BACK,HIGH PRESSURE,ARM,ACCIDENTAL DISCHARGE,REFINERY,HIGH TEMPERATURE",,,,,,2911,,120185855,Process,42,Male,5,2,35,1,15,6,999,2,1,2037,0,0,0,,,1,120185855,,TOSCO REFINING COMPANY,150 SOLANO WAY,MARTINEZ,CA,94553,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,AVON REFINERY,MARTINEZ,CA,94553,20,23-Aug-94,3-Dec-07,22-Feb-95,5-Oct-98,3750
278,170354161,950622,13-APR-94 08.00.00.000000 AM,,Process,94,EMPLOYEE INJURED IN FIRE,"BURN,LEAK,FIRE,SEAL,CHEMICAL VAPOR,PUMP,PENTANE",,,,,,2911,,120187141,Process,38,Male,5,19,16,14,7,1,699,2,1,,0,0,0,,,1,120187141,,CHEVRON U.S.A. INC.,841 CHEVRON WAY,RICHMOND,CA,94801,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,,,,0,101,13-Apr-94,21-Jan-15,31-Aug-94,12-Apr-95,2300
279,170628390,950622,14-FEB-94 03.30.00.000000 PM,,Process,94,Burns to face and wrists,"BURN,OIL LINE,FACE,HAND,REFINERY",,,,,,2911,,120189139,Process,45,Male,5,9,35,14,18,1,798,2,1,,0,0,0,,,1,120189139,,TOSCO REFINING COMPANY,150 SOLANO WAY,MARTINEZ,CA,94553,Private,0,No,S,2911,0,Accident,Partial,,Yes,X,,,,,,,AVON REFINERY,MARTINEZ,CA,94553,800,6-May-94,3-Dec-07,26-Aug-94,7-Nov-94,655
280,170620983,950622,18-DEC-95 07.00.00.000000 AM,,Process,95,Employee's finger amputated between metal cable and sheave,"SEVERED,AMPUTATED,DOCK,WIRE ROPE,FINGER,WORK RULES,CAUGHT BETWEEN,DOCK WORKER,NIP POINT",,,,,,2911,,120195003,Process,33,Male,1,10,24,2,1,6,696,2,1,,0,0,0,,,1,120195003,,TOSCO REFINING COMPANY,150 SOLANO WAY,MARTINEZ,CA,94553,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,AVON REFINERY,MARTINEZ,CA,94553,580,10-Jan-96,3-Dec-07,10-Jan-96,30-Dec-97,6310
281,170620512,950622,19-SEP-95 09.50.00.000000 AM,,Process,95,No employees injured in accidental hydrocarbon release,"BENZENE,PIN,EQUIPMENT FAILURE,GAS,HIGH PRESSURE,VALVE,GAS LEAK,SHEARED",,,,,,2911,,120195862,Process,32,Male,21,26,35,8,15,14,859,3,1,320,0,0,0,,,1,120195862,,UNOCAL SAN FRANCISCO REFINERY,1380 SAN PABLO AVENUE,RODEO,CA,94572,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,,,,0,560,21-Sep-95,,5-Dec-95,8-Jul-96,700
282,958322,950622,10-JAN-95 05.10.00.000000 PM,,Personnel,95,Employee's toe amputated when injured in de-oiling unit,"MAINTENANCE,AMPUTATED,COVER,WORK RULES,CAUGHT BY,LOCKOUT,CRUSHED,TOE,FOOT,UNSTABLE POSITION",,,,,,2911,,120196928,Personnel,34,Male,1,11,26,2,3,13,519,2,1,,0,0,0,,,1,120196928,,UNOCAL CORPORATION,1380 SAN PABLO AVENUE,RODEO,CA,94572,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,,,,0,550,24-Feb-95,,20-Mar-95,5-May-95,5525
283,201143187,950637,18-FEB-03 02.00.00.000000 PM,,Process,3,Employee sustains burns when steam releases,"STEAM LINE,GASKET,STEAM,VALVE,BURIED,LEG",,,,,,2911,,120222963,Process,46,Male,5,18,43,1,15,1,699,2,2,8880,0,0,0,,,1,120222963,,CHEVRON PRODUCTS,324 W EL SEGUNDO BLVD,EL SEGUNDO,CA,90245,Private,0,No,S,2911,324110,Accident,Partial,,Yes,,,,,,,,,,,0,1050,27-Feb-03,20-Aug-09,29-Apr-03,2-May-06,425
284,170895114,950644,13-SEP-97 02.53.00.000000 PM,,Personnel,97,Employee's toe amputated when trailer falls from forklift,"CHAIN,AMPUTATED,HOISTING MECHANISM,UNSECURED,WORK RULES,SLIP,INDUSTRIAL TRUCK,TOE,SLING,TRAILER",,,,,,2911,,120254271,Personnel,61,Male,1,11,24,1,3,20,856,2,1,,0,0,0,,,1,120254271,,UNIVERSAL ASPHALT COMPANY,10610 PAINTER AVE,SANTA FE SPRINGS,CA,90670,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,,,,0,45,30-Sep-97,29-Feb-08,10-Mar-98,16-Jul-98,3375
285,170897565,950644,07-JAN-98 10.44.00.000000 AM,,Personnel,98,Employee's knee and back injured by falling metal pipe,"KNEE,UNSECURED,BACK,PIPE,STORAGE RACK,STRUCK BY,FALLING OBJECT,SPRAIN,CONTUSION",,,,,,2911,,120255294,Personnel,34,Male,3,15,27,1,6,4,599,2,1,,0,0,0,,,1,120255294,,THORPE ENVIRONMENTAL SERVICES,8835 SOMERSET BL,PARAMOUNT,CA,90723,Private,0,No,S,2911,0,Accident,Partial,,No,,,,,,,,24100 BROAD STREET,CARSON,CA,90745,325,7-Jan-98,,24-Jun-98,19-Jan-99,375
286,201030525,950635,07-JAN-97 10.55.00.000000 AM,,Process,97,Employee burned by material from coke trap,"BURN,MAINTENANCE,WORK RULES,COKE DRUM,HIGH PRESSURE,VALVE,ACCIDENTAL DISCHARGE,REFINERY,HIGH TEMPERATURE,LEG",,,,,,2911,,120295555,Process,52,Male,5,18,35,14,11,11,47,2,1,,0,0,0,,,1,120295555,,UNOCAL REFINERY,1520 E SEPULVEDA AV,CARSON,CA,90745,Private,0,No,S,2911,0,Accident,Partial,,Yes,X,,,,,,,1201 W 5TH ST,LOS ANGELES,CA,90744,170,30-Jan-97,26-Mar-10,21-Apr-97,23-Mar-00,5000
287,201030673,950635,15-FEB-97 08.05.00.000000 AM,,Process,97,Nine employees exposed to benzene,"BENZENE,WORK RULES,TOXIC ATMOSPHERE,INHALATION,AIR CONTAMINATION,CHEMICAL REACTION,CHEMICAL VAPOR,TOXIC FUMES,OVEREXPOSURE,CHEMICAL",,,,,,2911,,120295951,Process,52,Male,17,27,9,8,7,20,699,3,1,320,0,0,0,,,8,120295951,,MOBIL OIL CORP,3700 W 190TH ST,TORRANCE,CA,90503,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,3700 W 190TH ST,TORRANCE,CA,90509,700,28-Feb-97,4-May-10,14-Aug-97,31-Oct-01,7125
288,201030673,950635,15-FEB-97 08.05.00.000000 AM,,Process,97,Nine employees exposed to benzene,"BENZENE,WORK RULES,TOXIC ATMOSPHERE,INHALATION,AIR CONTAMINATION,CHEMICAL REACTION,CHEMICAL VAPOR,TOXIC FUMES,OVEREXPOSURE,CHEMICAL",,,,,,2911,,120295951,Process,24,Male,17,27,9,8,7,20,699,3,1,320,0,0,0,,,6,120295951,,MOBIL OIL CORP,3700 W 190TH ST,TORRANCE,CA,90503,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,3700 W 190TH ST,TORRANCE,CA,90509,700,28-Feb-97,4-May-10,14-Aug-97,31-Oct-01,7125
289,201030673,950635,15-FEB-97 08.05.00.000000 AM,,Process,97,Nine employees exposed to benzene,"BENZENE,WORK RULES,TOXIC ATMOSPHERE,INHALATION,AIR CONTAMINATION,CHEMICAL REACTION,CHEMICAL VAPOR,TOXIC FUMES,OVEREXPOSURE,CHEMICAL",,,,,,2911,,120295951,Process,27,Male,17,27,9,8,7,20,699,3,1,320,0,0,0,,,7,120295951,,MOBIL OIL CORP,3700 W 190TH ST,TORRANCE,CA,90503,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,3700 W 190TH ST,TORRANCE,CA,90509,700,28-Feb-97,4-May-10,14-Aug-97,31-Oct-01,7125
290,201030673,950635,15-FEB-97 08.05.00.000000 AM,,Process,97,Nine employees exposed to benzene,"BENZENE,WORK RULES,TOXIC ATMOSPHERE,INHALATION,AIR CONTAMINATION,CHEMICAL REACTION,CHEMICAL VAPOR,TOXIC FUMES,OVEREXPOSURE,CHEMICAL",,,,,,2911,,120295951,Process,30,Male,17,27,9,8,7,20,699,3,1,320,0,0,0,,,2,120295951,,MOBIL OIL CORP,3700 W 190TH ST,TORRANCE,CA,90503,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,3700 W 190TH ST,TORRANCE,CA,90509,700,28-Feb-97,4-May-10,14-Aug-97,31-Oct-01,7125
291,201030673,950635,15-FEB-97 08.05.00.000000 AM,,Process,97,Nine employees exposed to benzene,"BENZENE,WORK RULES,TOXIC ATMOSPHERE,INHALATION,AIR CONTAMINATION,CHEMICAL REACTION,CHEMICAL VAPOR,TOXIC FUMES,OVEREXPOSURE,CHEMICAL",,,,,,2911,,120295951,Process,44,Male,17,27,9,8,7,20,699,3,1,320,0,0,0,,,1,120295951,,MOBIL OIL CORP,3700 W 190TH ST,TORRANCE,CA,90503,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,3700 W 190TH ST,TORRANCE,CA,90509,700,28-Feb-97,4-May-10,14-Aug-97,31-Oct-01,7125
292,201030673,950635,15-FEB-97 08.05.00.000000 AM,,Process,97,Nine employees exposed to benzene,"BENZENE,WORK RULES,TOXIC ATMOSPHERE,INHALATION,AIR CONTAMINATION,CHEMICAL REACTION,CHEMICAL VAPOR,TOXIC FUMES,OVEREXPOSURE,CHEMICAL",,,,,,2911,,120295951,Process,49,Male,17,27,9,8,7,20,699,3,1,320,0,0,0,,,9,120295951,,MOBIL OIL CORP,3700 W 190TH ST,TORRANCE,CA,90503,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,3700 W 190TH ST,TORRANCE,CA,90509,700,28-Feb-97,4-May-10,14-Aug-97,31-Oct-01,7125
293,201030673,950635,15-FEB-97 08.05.00.000000 AM,,Process,97,Nine employees exposed to benzene,"BENZENE,WORK RULES,TOXIC ATMOSPHERE,INHALATION,AIR CONTAMINATION,CHEMICAL REACTION,CHEMICAL VAPOR,TOXIC FUMES,OVEREXPOSURE,CHEMICAL",,,,,,2911,,120295951,Process,42,Male,17,27,9,8,7,20,699,3,1,320,0,0,0,,,5,120295951,,MOBIL OIL CORP,3700 W 190TH ST,TORRANCE,CA,90503,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,3700 W 190TH ST,TORRANCE,CA,90509,700,28-Feb-97,4-May-10,14-Aug-97,31-Oct-01,7125
294,201030673,950635,15-FEB-97 08.05.00.000000 AM,,Process,97,Nine employees exposed to benzene,"BENZENE,WORK RULES,TOXIC ATMOSPHERE,INHALATION,AIR CONTAMINATION,CHEMICAL REACTION,CHEMICAL VAPOR,TOXIC FUMES,OVEREXPOSURE,CHEMICAL",,,,,,2911,,120295951,Process,30,Female,17,27,9,8,7,20,699,3,1,320,0,0,0,,,4,120295951,,MOBIL OIL CORP,3700 W 190TH ST,TORRANCE,CA,90503,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,3700 W 190TH ST,TORRANCE,CA,90509,700,28-Feb-97,4-May-10,14-Aug-97,31-Oct-01,7125
295,201030673,950635,15-FEB-97 08.05.00.000000 AM,,Process,97,Nine employees exposed to benzene,"BENZENE,WORK RULES,TOXIC ATMOSPHERE,INHALATION,AIR CONTAMINATION,CHEMICAL REACTION,CHEMICAL VAPOR,TOXIC FUMES,OVEREXPOSURE,CHEMICAL",,,,,,2911,,120295951,Process,35,Male,17,27,9,8,7,20,699,3,1,320,0,0,0,,,3,120295951,,MOBIL OIL CORP,3700 W 190TH ST,TORRANCE,CA,90503,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,3700 W 190TH ST,TORRANCE,CA,90509,700,28-Feb-97,4-May-10,14-Aug-97,31-Oct-01,7125
296,201031044,950635,11-NOV-97 11.15.00.000000 AM,,Personnel,97,Employee injured in fall from elevated platform,"FRACTURE,GUARDRAIL,WORK RULES,FALL,FALL PROTECTION,MECH MAT HANDLING,WALK-BEHIND FORKLIFT,ELEVATED WORK PLAT,FACE,LEG",,,,,,2911,,120299698,Personnel,46,Male,12,16,43,5,6,1,859,2,1,,0,0,0,,,1,120299698,,PIERCE LEAHY,12932 MIDWAY PLACE,CERRITOS,CA,90703,Private,0,No,S,2911,0,Accident,Partial,,No,,,,,,,,12932 MIDWAY PL,"CERRITOS,",CA,90703,35,30-Jan-98,4-May-10,26-Feb-98,31-Oct-00,12615
297,201031077,950635,12-NOV-97 07.15.00.000000 AM,,Personnel,97,Employee injured in fall over platform handrail,"EYE,FRACTURE,STRUCK AGAINST,FALL,ELEVATED WORK PLAT,FACE,LOST BALANCE,WORK PLATFORM,UNSTABLE POSITION",,,,,,2911,,120299706,Personnel,50,Male,12,9,8,5,18,1,699,2,1,,0,0,0,,,1,120299706,,TEXACO,2101 E. PACIFIC COAST HWY.,WILMINGTON,CA,90744,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,,,,0,500,30-Jan-98,16-Apr-08,17-Mar-98,29-Jul-98,6250
298,201031580,950635,19-AUG-98 08.00.00.000000 AM,,Process,98,Employee's leg fractured when storage tank explodes,"FRACTURE,EXPLOSION,STRUCK BY,FLYING OBJECT,TANK,LEG",,,,,,2911,,120301031,Process,49,Male,12,16,8,1,15,1,999,2,1,70,0,0,0,,,1,120301031,,WATSON CO GENERATION CO,22850 S WILMINGTON AVENUE,CARSON,CA,90745,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,,,,0,50,19-Aug-98,10-May-10,12-Feb-99,26-Nov-01,
299,201113545,950643,22-AUG-01 04.15.00.000000 AM,,Process,1,Employee injured when exposed to chlorine gas cylinder leak,"EYE,THROAT,CYLINDER,GAS,CHLORINE,POISONING,COUGH,VOMIT",,,,,,2911,,120309646,Process,55,Male,17,28,9,8,7,11,539,2,1,640,0,0,0,,,1,120309646,,EQUILON ENTERPRISES,6451 ROSEDALE HWY.,BAKERSFIELD,CA,93308,Private,0,No,H,2911,0,Accident,Complete,,Yes,,,,X,,,,P.O. BOX 1476,BAKERSFIELD,CA,93302,250,30-Aug-01,15-Apr-08,13-Feb-02,23-Jan-04,24000
300,170622492,950621,06-JUL-94 09.30.00.000000 AM,,Personnel,94,Employee falls while installing catwalk,"FRACTURE,INSTALLING,SPLEEN,WORK RULES,SLIP,RIB,FALL,ARM,TANK,VERTEBRA",,,,,,2911,,120335187,Personnel,59,Male,21,2,42,5,13,9,503,2,1,,0,0,0,,,1,120335187,,TAHOE ASPHALT,1104 INDUSTRIAL AVENUE,SOUTH LAKE TAHOE,CA,96158,Private,0,No,S,2911,0,Accident,Partial,,No,X,,,,,,,P. O. BOX 8378,SOUTH LAKE TAHOE,CA,96158,5,10-Aug-94,,10-Aug-94,20-Mar-96,300
301,201487519,950627,19-JAN-05 09.00.00.000000 AM,,Process,5,"One Employee Dies, Two Are Injured in Refinery Explosion","BURN,STEAM,BACK,EXPLOSION,FACE,PUMP,REFINERY",,,,,,2911,X,120337290,Process,56,Male,5,19,9,2,10,14,999,1,1,,0,0,0,,,1,120337290,,KERN OIL AND REFINING COMPANY,7724 EAST PANAMA LANE,BAKERSFIELD,CA,93307,Private,0,No,S,2911,324110,Accident,Partial,,No,,,,,,,,,,,0,100,19-Jan-05,5-Jun-08,14-Jun-05,1-Jun-08,33795
302,201487519,950627,19-JAN-05 09.00.00.000000 AM,,Process,5,"One Employee Dies, Two Are Injured in Refinery Explosion","BURN,STEAM,BACK,EXPLOSION,FACE,PUMP,REFINERY",,,,,,2911,X,120337290,Process,35,Male,5,13,9,2,10,14,999,2,1,,0,0,0,,,3,120337290,,KERN OIL AND REFINING COMPANY,7724 EAST PANAMA LANE,BAKERSFIELD,CA,93307,Private,0,No,S,2911,324110,Accident,Partial,,No,,,,,,,,,,,0,100,19-Jan-05,5-Jun-08,14-Jun-05,1-Jun-08,33795
303,201487519,950627,19-JAN-05 09.00.00.000000 AM,,Process,5,"One Employee Dies, Two Are Injured in Refinery Explosion","BURN,STEAM,BACK,EXPLOSION,FACE,PUMP,REFINERY",,,,,,2911,X,120337290,Process,62,Male,5,13,9,2,10,14,539,2,1,,0,0,0,,,2,120337290,,KERN OIL AND REFINING COMPANY,7724 EAST PANAMA LANE,BAKERSFIELD,CA,93307,Private,0,No,S,2911,324110,Accident,Partial,,No,,,,,,,,,,,0,100,19-Jan-05,5-Jun-08,14-Jun-05,1-Jun-08,33795
304,201486073,950627,02-JAN-04 11.30.00.000000 PM,,Process,4,Leak Causes Employees to Suffer Benzene Exposure,"LEAK,BENZENE,OVEREXPOSURE",,,,,,2911,,120337555,Process,0,,0,0,0,0,0,0,999,0,0,,0,0,0,,,1,120337555,,CHEVRON TEXACO,841 CHEVRON WAY,RICHMOND,CA,94801,Private,0,No,H,2911,324110,Accident,Partial,,Yes,,,,,,,,,,,0,1400,20-Jan-04,18-Jan-08,4-Mar-04,5-Mar-04,
305,201486024,950627,04-AUG-03 08.00.00.000000 PM,,Process,3,Refinery compressor shut down releases unburned hydrocarbons,"COMPRESSOR,HYDROGEN SULFIDE,AIR CONTAMINATION,SULFUR DIOXIDE,REFINERY",,,,,,2911,,120337613,Process,0,,0,0,0,0,0,0,999,0,0,,0,0,0,,,1,120337613,,CHEVRON TEXACO,841 CHEVRON WAY,RICHMOND,CA,94801,Private,0,No,S,2911,324110,Accident,Partial,,Yes,,,,,,,,,,,0,1400,11-Aug-03,18-Jan-08,7-Jan-04,1-Dec-07,150
306,201485794,950627,15-MAY-03 12.05.00.000000 PM,,Process,3,Employee burned in flash fire,"BURN,FIRE,LAB WORKER,PRESSURE PIPING,LP GAS,SULFUR,FACE,WRIST",,,,,,2911,,120339692,Process,30,Male,5,9,35,14,7,12,224,2,1,1640,0,0,0,,,1,120339692,,VALERO REFINING COMPANY,3400 E 2ND ST,BENICIA,CA,94510,Private,0,No,H,2911,324110,Accident,Partial,,No,,,,,,,,,,,0,480,19-May-03,26-Oct-07,7-Oct-03,17-Oct-05,750
307,200380061,336000,16-OCT-95 10.15.00.000000 AM,,Process,95,Two employees killed in refinery explosion and fire,"BURN,FLAMMABLE LIQUID,FLAMMABLE VAPORS,FIRE,EXPLOSION,REFINERY",,,,,,2911,X,122163967,Process,48,Male,5,4,8,2,7,4,783,1,1,,0,0,0,,,2,122163967,,PENNZOIL PRODUCTS COMPANY,2 MAIN STREET,ROUSEVILLE,PA,16344,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,P.O. BOX 808,OIL CITY,PA,16301,210,17-Oct-95,,21-Mar-96,20-Jul-98,1500000
308,200380061,336000,16-OCT-95 10.15.00.000000 AM,,Process,95,Two employees killed in refinery explosion and fire,"BURN,FLAMMABLE LIQUID,FLAMMABLE VAPORS,FIRE,EXPLOSION,REFINERY",,,,,,2911,X,122163967,Process,49,Female,5,4,8,2,7,4,783,1,1,,0,0,0,,,1,122163967,,PENNZOIL PRODUCTS COMPANY,2 MAIN STREET,ROUSEVILLE,PA,16344,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,P.O. BOX 808,OIL CITY,PA,16301,210,17-Oct-95,,21-Mar-96,20-Jul-98,1500000
309,14402796,626000,22-DEC-95 12.30.00.000000 AM,,Process,95,Employee killed in coker fire,"BURN,DRAIN PLUG,WORK RULES,FIRE,COKE DRUM,COMBUSTIBLE LIQUID,INATTENTION",,,,,,2911,X,122220114,Process,31,Male,5,19,16,1,10,13,999,1,2,,0,0,0,,,1,122220114,,"COASTAL REFINING & MARKETING, INC.",1300 CANTWELL LANE (WEST PLANT),CORPUS CHRISTI,TX,78407,Private,0,No,H,2911,0,Accident,Partial,,No,,,,,,,,P.O.BOX 109,CORPUS CHRISTI,TX,78403,300,22-Dec-95,,20-Jun-96,11-Jul-96,105000
310,14355408,521700,11-DEC-95 08.10.00.000000 AM,,Process,95,Employee killed as flammable vapors from furnace ignite,"BURN,FURNACE,FLAMMABLE VAPORS,WORK RULES,LOCKOUT,GAS LEAK",,,,,,2911,X,122280340,Process,43,Male,5,4,16,14,10,13,999,1,1,,0,0,0,,,1,122280340,,THE UNO-VEN COMPANY,135TH STREET & NEW AVENUE,LEMONT,IL,60439,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,,,,0,726,11-Dec-95,27-May-04,24-May-96,26-Nov-97,32500
311,123276610,626700,08-AUG-01 02.00.00.000000 AM,,Process,1,Employee Dies from Asphyxiation,"AIR LINE RESPIRATOR,ASPHYXIATED,REACTOR,CPR,GAS,NITROGEN,FALL,PURGING,CHEMICAL VAPOR,OVEREXPOSURE",,,,,,2911,X,123276610,Process,49,Male,2,29,9,12,9,1,999,1,1,,0,0,0,,,1,123276610,,R.S.I. INC.,2401 5TH AVE. SOUTH,TEXAS CITY,TX,77592,Private,0,No,S,2911,324110,Accident,Partial,,No,,,,,,,,P.O. BOX 1367,ALVIN,TX,77512,25,8-Aug-01,8-May-08,9-Aug-01,31-Oct-02,
312,200810042,627400,12-JUL-96 12.25.00.000000 PM,,Process,96,Employee killed when reactor explodes,"BURN,REACTOR,WORK RULES,FIRE,EXPLOSION,CHEMICAL REACTION,HIGH PRESSURE,PLASTIC MFG,CHEMICAL",,,,,,2911,X,123384877,Process,41,Male,5,4,6,14,15,8,999,1,1,,0,0,0,,,1,123384877,,PHILLIPS PETROLEUM,NGL PROCESS CENTER 1 1/2 MI. NO. SPUR 119,BORGER,TX,79008,Private,0,Yes,S,2911,0,Accident,Partial,,Yes,X,,,,,,,P. O. BOX  1111,BORGER,TX,79008,1146,14-Jul-96,10-Apr-08,17-Jul-96,22-Apr-97,74800
313,200810026,627400,01-APR-96 05.00.00.000000 PM,,Process,96,EMPLOYEE KILLED IN COMPRESSOR EXPLOSION,"BURN,COMPRESSOR,OVERLOADED,HYDRAULIC CYLINDER,EXPLOSION,REFINERY",,,,,,2911,X,123387490,Process,52,Male,5,4,9,12,7,18,999,1,1,,0,0,0,,,1,123387490,,DIAMOND SHAMROCK REFINING,"HCR 1, BOX 36",SUNRAY,TX,79086,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,,,,0,400,2-Apr-96,,11-Jul-96,4-Mar-97,1000
314,200551414,625700,17-JAN-00 07.05.00.000000 PM,,Process,0,Four employees injured when heat exchanger ruptures,"INHALATION,EQUIPMENT FAILURE,EXPLOSION,HEAT EXCHANGER,SMOKE INHALATION,BURN,FIRE,RUPTURE,CHEMICAL,HIGH TEMPERATURE",,,,,,"29,112,899",,123449480,Process,40,Male,9,19,5,14,18,1,699,2,2,,0,0,0,,,4,123449480,,PENNZOIL-QUAKER STATE CO. SHREVEPORT REFINERY,3333 MIDWAY AVE,SHREVEPORT,LA,71109,Private,0,No,S,2911,324110,Accident,Partial,,Yes,X,,,,,,,PO BOX 3099,SHREVEPORT,LA,71113,329,20-Jan-00,13-May-09,27-Jun-00,9-Mar-01,151000
315,200551414,625700,17-JAN-00 07.05.00.000000 PM,,Process,0,Four employees injured when heat exchanger ruptures,"INHALATION,EQUIPMENT FAILURE,EXPLOSION,HEAT EXCHANGER,SMOKE INHALATION,BURN,FIRE,RUPTURE,CHEMICAL,HIGH TEMPERATURE",,,,,,"29,112,899",,123449480,Process,37,Male,12,19,5,14,4,14,699,2,2,,0,0,0,,,3,123449480,,PENNZOIL-QUAKER STATE CO. SHREVEPORT REFINERY,3333 MIDWAY AVE,SHREVEPORT,LA,71109,Private,0,No,S,2911,324110,Accident,Partial,,Yes,X,,,,,,,PO BOX 3099,SHREVEPORT,LA,71113,329,20-Jan-00,13-May-09,27-Jun-00,9-Mar-01,151000
